estabelecimento_codigo_ibge_municipio,paciente_grupo,n,uf
1700350,Trabalhadores de Saúde,56,TO
1700400,Trabalhadores de Saúde,85,TO
1700707,Pessoas de 60 anos ou mais institucionalizadas,4,TO
1700707,Trabalhadores de Saúde,106,TO
1701051,Trabalhadores de Saúde,24,TO
1701309,Trabalhadores de Saúde,70,TO
1702000,Pessoas de 60 anos ou mais institucionalizadas,19,TO
1702000,Trabalhadores de Saúde,157,TO
1702109,Comorbidades,1,TO
1702109,Faixa Etária,70,TO
1702109,Pessoas de 60 anos ou mais institucionalizadas,25,TO
1702109,Trabalhadores de Saúde,2779,TO
1702158,Trabalhadores de Saúde,59,TO
1702208,Trabalhadores de Saúde,216,TO
1702307,Trabalhadores de Saúde,66,TO
1702406,Pessoas de 60 anos ou mais institucionalizadas,19,TO
1702406,Trabalhadores de Saúde,186,TO
1702554,Trabalhadores de Saúde,359,TO
1702703,Trabalhadores de Saúde,44,TO
1702901,Trabalhadores de Saúde,97,TO
1703008,Trabalhadores de Saúde,60,TO
1703057,Trabalhadores de Saúde,36,TO
1703073,Trabalhadores de Saúde,36,TO
1703107,Trabalhadores de Saúde,60,TO
1703206,Trabalhadores de Saúde,28,TO
1703305,Trabalhadores de Saúde,27,TO
1703602,Trabalhadores de Saúde,47,TO
1703701,Trabalhadores de Saúde,26,TO
1703800,Trabalhadores de Saúde,77,TO
1703826,Povos Indígenas,8,TO
1703826,Trabalhadores de Saúde,23,TO
1703842,Trabalhadores de Saúde,33,TO
1703867,Trabalhadores de Saúde,57,TO
1703891,Pessoas de 60 anos ou mais institucionalizadas,2,TO
1703891,Trabalhadores de Saúde,42,TO
1703909,Trabalhadores de Saúde,25,TO
1704105,Trabalhadores de Saúde,36,TO
1704600,Comorbidades,1,TO
1704600,Trabalhadores de Saúde,30,TO
1705102,Trabalhadores de Saúde,49,TO
1705508,Forças de Segurança e Salvamento,1,TO
1705508,Pessoas de 60 anos ou mais institucionalizadas,8,TO
1705508,Trabalhadores de Saúde,303,TO
1705557,Trabalhadores da Educação,1,TO
1705557,Trabalhadores de Saúde,62,TO
1705607,Trabalhadores de Saúde,60,TO
1706001,Trabalhadores de Saúde,41,TO
1706258,Trabalhadores de Saúde,34,TO
1706506,Trabalhadores de Saúde,3,TO
1707009,Pessoas de 60 anos ou mais institucionalizadas,7,TO
1707009,Trabalhadores de Saúde,209,TO
1707108,Trabalhadores de Saúde,69,TO
1707207,Trabalhadores de Saúde,33,TO
1707306,Trabalhadores de Saúde,60,TO
1707405,Trabalhadores de Saúde,49,TO
1707553,Trabalhadores de Saúde,39,TO
1707652,Trabalhadores de Saúde,60,TO
1707702,Trabalhadores de Saúde,74,TO
1708205,Povos Indígenas,67,TO
1708205,Trabalhadores de Saúde,198,TO
1708254,Trabalhadores de Saúde,36,TO
1708304,Trabalhadores de Saúde,59,TO
1709005,Trabalhadores de Saúde,56,TO
1709302,Faixa Etária,2,TO
1709302,Trabalhadores de Saúde,268,TO
1709500,Pessoas de 60 anos ou mais institucionalizadas,22,TO
1709500,Trabalhadores de Saúde,730,TO
1709807,Trabalhadores de Saúde,38,TO
1710508,Povos Indígenas,79,TO
1710508,Trabalhadores de Saúde,96,TO
1710706,Trabalhadores de Saúde,44,TO
1710904,Faixa Etária,2,TO
1710904,Trabalhadores de Saúde,35,TO
1711100,Trabalhadores de Saúde,34,TO
1711506,Trabalhadores de Saúde,40,TO
1711803,Trabalhadores de Saúde,17,TO
1711902,Povos Indígenas,2,TO
1711902,Trabalhadores de Saúde,60,TO
1711951,Trabalhadores de Saúde,34,TO
1712009,Trabalhadores de Saúde,67,TO
1712157,Trabalhadores de Saúde,36,TO
1712454,Trabalhadores de Saúde,23,TO
1712504,Trabalhadores da Educação,1,TO
1712504,Trabalhadores de Saúde,46,TO
1712702,Trabalhadores de Saúde,26,TO
1712801,Povos Indígenas,47,TO
1712801,Trabalhadores de Saúde,29,TO
1713205,Forças de Segurança e Salvamento,1,TO
1713205,Trabalhadores de Saúde,258,TO
1713304,Trabalhadores de Saúde,99,TO
1713601,Trabalhadores de Saúde,77,TO
1713700,Trabalhadores de Saúde,23,TO
1713809,Trabalhadores de Saúde,55,TO
1713957,Trabalhadores de Saúde,41,TO
1714203,Trabalhadores de Saúde,91,TO
1714302,Trabalhadores de Saúde,61,TO
1714880,Trabalhadores de Saúde,53,TO
1715002,Trabalhadores de Saúde,39,TO
1715150,Trabalhadores de Saúde,39,TO
1715259,Trabalhadores de Saúde,33,TO
1715507,Trabalhadores de Saúde,15,TO
1715754,Pessoas de 60 anos ou mais institucionalizadas,2,TO
1715754,Trabalhadores de Saúde,78,TO
1716109,Trabalhadores de Saúde,541,TO
1716208,Trabalhadores de Saúde,106,TO
1716307,Trabalhadores de Saúde,38,TO
1716505,Pessoas de 60 anos ou mais institucionalizadas,8,TO
1716505,Povos Indígenas,18,TO
1716505,Trabalhadores de Saúde,209,TO
1716604,Trabalhadores de Saúde,93,TO
1716653,Faixa Etária,4,TO
1716653,Trabalhadores de Saúde,70,TO
1716703,Trabalhadores de Saúde,55,TO
1717008,Trabalhadores de Saúde,44,TO
1717206,Comorbidades,1,TO
1717206,Trabalhadores de Saúde,22,TO
1717503,Faixa Etária,16,TO
1717503,Trabalhadores de Saúde,85,TO
1717800,Trabalhadores de Saúde,48,TO
1717909,Trabalhadores de Saúde,42,TO
1718006,Trabalhadores de Saúde,39,TO
1718204,Pessoas com Deficiência,1,TO
1718204,Pessoas de 60 anos ou mais institucionalizadas,28,TO
1718204,Trabalhadores de Saúde,685,TO
1718303,Trabalhadores de Saúde,76,TO
1718402,Trabalhadores de Saúde,29,TO
1718451,Trabalhadores de Saúde,33,TO
1718501,Trabalhadores de Saúde,29,TO
1718550,Trabalhadores de Saúde,43,TO
1718659,Trabalhadores de Saúde,30,TO
1718709,Trabalhadores de Saúde,38,TO
1718758,Trabalhadores de Saúde,51,TO
1718808,Trabalhadores de Saúde,52,TO
1718840,Trabalhadores de Saúde,37,TO
1718865,Povos Indígenas,64,TO
1718865,Trabalhadores de Saúde,72,TO
1718881,Trabalhadores de Saúde,27,TO
1718899,Trabalhadores de Saúde,34,TO
1718907,Trabalhadores de Saúde,52,TO
1719004,Trabalhadores de Saúde,42,TO
1720002,Trabalhadores de Saúde,35,TO
1720101,Trabalhadores de Saúde,46,TO
1720150,Trabalhadores de Saúde,22,TO
1720200,Trabalhadores de Saúde,74,TO
1720309,Trabalhadores de Saúde,55,TO
1720499,Trabalhadores de Saúde,44,TO
1720655,Trabalhadores de Saúde,74,TO
1720804,Trabalhadores de Saúde,118,TO
1720853,Trabalhadores de Saúde,25,TO
1720903,Pessoas de 60 anos ou mais institucionalizadas,10,TO
1720903,Trabalhadores de Saúde,171,TO
1720937,Trabalhadores de Saúde,31,TO
1720978,Trabalhadores de Saúde,36,TO
1721000,Pessoas de 60 anos ou mais institucionalizadas,78,TO
1721000,Trabalhadores de Saúde,3830,TO
1721109,Povos Indígenas,502,TO
1721109,Trabalhadores de Saúde,57,TO
1721208,Pessoas de 60 anos ou mais institucionalizadas,14,TO
1721208,Povos Indígenas,238,TO
1721208,Trabalhadores de Saúde,252,TO
1721257,Trabalhadores de Saúde,24,TO
1721307,Trabalhadores de Saúde,37,TO
1722081,Trabalhadores de Saúde,60,TO
1722107,Trabalhadores de Saúde,108,TO
2100055,Pessoas de 60 anos ou mais institucionalizadas,39,MA
2100055,Trabalhadores de Saúde,817,MA
2100105,Faixa Etária,46,MA
2100105,Trabalhadores de Saúde,65,MA
2100154,Faixa Etária,16,MA
2100154,Pessoas de 60 anos ou mais institucionalizadas,10,MA
2100154,Trabalhadores de Saúde,130,MA
2100204,Trabalhadores de Saúde,174,MA
2100303,Comorbidades,9,MA
2100303,Faixa Etária,6,MA
2100303,Trabalhadores de Saúde,168,MA
2100402,Comorbidades,3,MA
2100402,Faixa Etária,8,MA
2100402,Trabalhadores de Saúde,84,MA
2100436,Comorbidades,2,MA
2100436,Faixa Etária,2,MA
2100436,Trabalhadores de Saúde,162,MA
2100477,Comorbidades,1,MA
2100477,Trabalhadores de Saúde,266,MA
2100501,Trabalhadores de Saúde,39,MA
2100550,Trabalhadores de Saúde,2,MA
2100600,Comorbidades,11,MA
2100600,Faixa Etária,24,MA
2100600,Povos Indígenas,403,MA
2100600,Trabalhadores de Saúde,305,MA
2100709,Trabalhadores de Saúde,113,MA
2100808,Comorbidades,1,MA
2100808,Pessoas de 60 anos ou mais institucionalizadas,1,MA
2100808,Trabalhadores de Saúde,63,MA
2100832,Comorbidades,37,MA
2100832,Faixa Etária,20,MA
2100832,Trabalhadores de Saúde,115,MA
2100873,Faixa Etária,4,MA
2100873,Pessoas de 60 anos ou mais institucionalizadas,1,MA
2100873,Povos Indígenas,150,MA
2100873,Trabalhadores de Saúde,145,MA
2100907,Faixa Etária,1,MA
2100907,Trabalhadores de Saúde,151,MA
2100956,Povos Indígenas,976,MA
2100956,Trabalhadores de Saúde,260,MA
2101004,Comorbidades,7,MA
2101004,Faixa Etária,3,MA
2101004,Trabalhadores de Saúde,101,MA
2101103,Comorbidades,7,MA
2101103,Pessoas de 60 anos ou mais institucionalizadas,4,MA
2101103,Trabalhadores de Saúde,178,MA
2101202,Comorbidades,43,MA
2101202,Faixa Etária,34,MA
2101202,Trabalhadores de Saúde,1737,MA
2101251,Comorbidades,1,MA
2101251,Pessoas de 60 anos ou mais institucionalizadas,1,MA
2101251,Trabalhadores de Saúde,149,MA
2101301,Trabalhadores de Saúde,148,MA
2101350,Trabalhadores de Saúde,57,MA
2101400,Comorbidades,27,MA
2101400,Pessoas com Deficiência,1,MA
2101400,Pessoas de 60 anos ou mais institucionalizadas,32,MA
2101400,Trabalhadores de Saúde,812,MA
2101509,Comorbidades,27,MA
2101509,Trabalhadores de Saúde,234,MA
2101608,Comorbidades,32,MA
2101608,Faixa Etária,33,MA
2101608,Pessoas de 60 anos ou mais institucionalizadas,13,MA
2101608,População Privada de Liberdade,12,MA
2101608,Povos Indígenas,1818,MA
2101608,Trabalhadores de Saúde,680,MA
2101707,Comorbidades,7,MA
2101707,Faixa Etária,4,MA
2101707,Pessoas de 60 anos ou mais institucionalizadas,8,MA
2101707,Trabalhadores de Saúde,628,MA
2101731,Pessoas de 60 anos ou mais institucionalizadas,2,MA
2101731,Trabalhadores de Saúde,71,MA
2101772,Comorbidades,5,MA
2101772,Faixa Etária,11,MA
2101772,Trabalhadores de Saúde,122,MA
2101806,Trabalhadores de Saúde,70,MA
2101905,Comorbidades,3,MA
2101905,Faixa Etária,65,MA
2101905,Forças de Segurança e Salvamento,1,MA
2101905,Trabalhadores de Saúde,220,MA
2101939,Faixa Etária,24,MA
2101939,Trabalhadores de Saúde,67,MA
2101970,Faixa Etária,19,MA
2101970,Pessoas de 60 anos ou mais institucionalizadas,3,MA
2101970,Trabalhadores de Saúde,50,MA
2102002,Comorbidades,4,MA
2102002,Pessoas de 60 anos ou mais institucionalizadas,2,MA
2102002,Trabalhadores de Saúde,259,MA
2102036,Povos Indígenas,154,MA
2102036,Trabalhadores de Saúde,273,MA
2102077,Trabalhadores de Saúde,109,MA
2102101,Trabalhadores de Saúde,118,MA
2102150,Comorbidades,2,MA
2102150,Trabalhadores de Saúde,80,MA
2102200,Faixa Etária,3,MA
2102200,Trabalhadores de Saúde,235,MA
2102309,Trabalhadores de Saúde,124,MA
2102325,Comorbidades,1,MA
2102325,Povos Indígenas,29,MA
2102325,Trabalhadores de Saúde,434,MA
2102358,Comorbidades,3,MA
2102358,Trabalhadores de Saúde,162,MA
2102374,Faixa Etária,27,MA
2102374,Pessoas de 60 anos ou mais institucionalizadas,15,MA
2102374,Trabalhadores de Saúde,68,MA
2102408,Comorbidades,4,MA
2102408,Trabalhadores de Saúde,82,MA
2102507,Comorbidades,12,MA
2102507,Trabalhadores de Saúde,87,MA
2102556,Faixa Etária,5,MA
2102556,Trabalhadores de Saúde,145,MA
2102606,Comorbidades,3,MA
2102606,Trabalhadores de Saúde,180,MA
2102705,Comorbidades,9,MA
2102705,Faixa Etária,12,MA
2102705,Trabalhadores de Saúde,163,MA
2102754,Trabalhadores de Saúde,150,MA
2102804,Comorbidades,29,MA
2102804,Trabalhadores de Saúde,202,MA
2102903,Comorbidades,8,MA
2102903,Faixa Etária,44,MA
2102903,Trabalhadores de Saúde,289,MA
2103000,Comorbidades,3,MA
2103000,Pessoas de 60 anos ou mais institucionalizadas,30,MA
2103000,Trabalhadores de Saúde,3231,MA
2103109,Comorbidades,9,MA
2103109,Faixa Etária,23,MA
2103109,Trabalhadores de Saúde,89,MA
2103125,Comorbidades,1,MA
2103125,Faixa Etária,32,MA
2103125,Povos e Comunidades Tradicionais,1,MA
2103125,Trabalhadores de Saúde,50,MA
2103158,Povos Indígenas,120,MA
2103158,Trabalhadores de Saúde,56,MA
2103174,Comorbidades,1,MA
2103174,Faixa Etária,2,MA
2103174,Pessoas com Deficiência,2,MA
2103174,Pessoas de 60 anos ou mais institucionalizadas,43,MA
2103174,Trabalhadores de Saúde,67,MA
2103208,Comorbidades,8,MA
2103208,Faixa Etária,16,MA
2103208,Pessoas de 60 anos ou mais institucionalizadas,10,MA
2103208,Povos e Comunidades Tradicionais,1,MA
2103208,Trabalhadores de Saúde,692,MA
2103257,Faixa Etária,9,MA
2103257,Trabalhadores de Saúde,163,MA
2103307,Comorbidades,130,MA
2103307,Pessoas de 60 anos ou mais institucionalizadas,41,MA
2103307,Trabalhadores de Saúde,523,MA
2103406,Faixa Etária,34,MA
2103406,Pessoas de 60 anos ou mais institucionalizadas,1,MA
2103406,Trabalhadores de Saúde,547,MA
2103505,Comorbidades,7,MA
2103505,Trabalhadores de Saúde,481,MA
2103554,Trabalhadores de Saúde,121,MA
2103604,Trabalhadores de Saúde,438,MA
2103703,Trabalhadores de Saúde,313,MA
2103752,Trabalhadores de Saúde,144,MA
2103802,Comorbidades,3,MA
2103802,Faixa Etária,102,MA
2103802,Trabalhadores de Saúde,386,MA
2103901,Comorbidades,8,MA
2103901,Trabalhadores de Saúde,79,MA
2104008,Comorbidades,2,MA
2104008,Trabalhadores de Saúde,155,MA
2104057,Trabalhadores de Saúde,350,MA
2104073,Faixa Etária,6,MA
2104073,Trabalhadores de Saúde,94,MA
2104081,Povos Indígenas,209,MA
2104081,Trabalhadores de Saúde,46,MA
2104099,Comorbidades,2,MA
2104099,Faixa Etária,51,MA
2104099,Trabalhadores de Saúde,212,MA
2104107,Faixa Etária,22,MA
2104107,Trabalhadores de Saúde,163,MA
2104206,Comorbidades,8,MA
2104206,Trabalhadores de Saúde,100,MA
2104404,Comorbidades,3,MA
2104404,Trabalhadores de Saúde,126,MA
2104503,Comorbidades,6,MA
2104503,Faixa Etária,14,MA
2104503,Pessoas com Deficiência,1,MA
2104503,Trabalhadores de Saúde,137,MA
2104552,Comorbidades,4,MA
2104552,Faixa Etária,4,MA
2104552,Trabalhadores de Saúde,164,MA
2104602,Comorbidades,3,MA
2104602,Pessoas com Deficiência,1,MA
2104602,Trabalhadores de Saúde,137,MA
2104628,Comorbidades,2,MA
2104628,Faixa Etária,28,MA
2104628,Trabalhadores de Saúde,66,MA
2104651,Faixa Etária,5,MA
2104651,Trabalhadores de Saúde,103,MA
2104677,Trabalhadores de Saúde,218,MA
2104701,Comorbidades,2,MA
2104701,Faixa Etária,2,MA
2104701,Trabalhadores de Saúde,56,MA
2104800,Comorbidades,4,MA
2104800,Pessoas com Deficiência,10,MA
2104800,Pessoas de 60 anos ou mais institucionalizadas,27,MA
2104800,Povos Indígenas,76,MA
2104800,Trabalhadores de Saúde,733,MA
2104909,Comorbidades,20,MA
2104909,Trabalhadores de Saúde,134,MA
2105005,Comorbidades,3,MA
2105005,Faixa Etária,13,MA
2105005,Trabalhadores de Saúde,292,MA
2105104,Comorbidades,4,MA
2105104,Faixa Etária,35,MA
2105104,Trabalhadores de Saúde,167,MA
2105153,Comorbidades,8,MA
2105153,Faixa Etária,1,MA
2105153,Trabalhadores de Saúde,146,MA
2105203,Comorbidades,53,MA
2105203,Faixa Etária,44,MA
2105203,Pessoas com Deficiência,2,MA
2105203,Trabalhadores de Saúde,129,MA
2105302,Comorbidades,64,MA
2105302,Pessoas de 60 anos ou mais institucionalizadas,62,MA
2105302,Povos Indígenas,1,MA
2105302,Trabalhadores de Saúde,3523,MA
2105351,Trabalhadores de Saúde,60,MA
2105401,Comorbidades,2,MA
2105401,Faixa Etária,9,MA
2105401,Pessoas de 60 anos ou mais institucionalizadas,4,MA
2105401,Trabalhadores de Saúde,520,MA
2105427,Comorbidades,6,MA
2105427,Faixa Etária,111,MA
2105427,Trabalhadores de Saúde,185,MA
2105450,Comorbidades,1,MA
2105450,Faixa Etária,5,MA
2105450,Trabalhadores de Saúde,90,MA
2105476,Comorbidades,2,MA
2105476,Povos Indígenas,181,MA
2105476,Trabalhadores de Saúde,121,MA
2105500,Comorbidades,9,MA
2105500,Trabalhadores de Saúde,192,MA
2105609,Trabalhadores de Saúde,88,MA
2105658,Comorbidades,1,MA
2105658,Faixa Etária,4,MA
2105658,Trabalhadores de Saúde,70,MA
2105708,Comorbidades,15,MA
2105708,Trabalhadores de Saúde,396,MA
2105807,Comorbidades,4,MA
2105807,Faixa Etária,37,MA
2105807,Pessoas com Deficiência,1,MA
2105807,Trabalhadores de Saúde,68,MA
2105906,Faixa Etária,57,MA
2105906,Trabalhadores de Saúde,75,MA
2105922,Trabalhadores de Saúde,102,MA
2105948,Comorbidades,5,MA
2105948,Faixa Etária,10,MA
2105948,Trabalhadores de Saúde,114,MA
2105963,Comorbidades,4,MA
2105963,Trabalhadores de Saúde,58,MA
2105989,Comorbidades,4,MA
2105989,Pessoas de 60 anos ou mais institucionalizadas,7,MA
2105989,Povos Indígenas,25,MA
2105989,Trabalhadores de Saúde,86,MA
2106003,Comorbidades,7,MA
2106003,Trabalhadores de Saúde,161,MA
2106102,Trabalhadores de Saúde,127,MA
2106201,Comorbidades,2,MA
2106201,Trabalhadores de Saúde,86,MA
2106326,Trabalhadores de Saúde,17,MA
2106359,Comorbidades,6,MA
2106359,Faixa Etária,5,MA
2106359,Trabalhadores de Saúde,47,MA
2106375,Trabalhadores de Saúde,83,MA
2106409,Comorbidades,2,MA
2106409,Faixa Etária,11,MA
2106409,Trabalhadores de Saúde,151,MA
2106508,Comorbidades,4,MA
2106508,Trabalhadores de Saúde,158,MA
2106607,Trabalhadores de Saúde,250,MA
2106631,Faixa Etária,5,MA
2106631,Trabalhadores de Saúde,81,MA
2106672,Comorbidades,4,MA
2106672,Trabalhadores de Saúde,82,MA
2106706,Pessoas de 60 anos ou mais institucionalizadas,48,MA
2106706,Trabalhadores de Saúde,132,MA
2106755,Faixa Etária,9,MA
2106755,Trabalhadores de Saúde,213,MA
2106805,Comorbidades,13,MA
2106805,Faixa Etária,40,MA
2106805,Trabalhadores de Saúde,127,MA
2106904,Comorbidades,2,MA
2106904,Trabalhadores de Saúde,139,MA
2107001,Trabalhadores de Saúde,97,MA
2107100,Comorbidades,1,MA
2107100,Faixa Etária,39,MA
2107100,Trabalhadores de Saúde,142,MA
2107209,Trabalhadores de Saúde,62,MA
2107258,Trabalhadores de Saúde,62,MA
2107308,Comorbidades,3,MA
2107308,Trabalhadores de Saúde,66,MA
2107357,Trabalhadores de Saúde,8,MA
2107407,Trabalhadores de Saúde,138,MA
2107456,Trabalhadores de Saúde,132,MA
2107506,Comorbidades,3,MA
2107506,Trabalhadores de Saúde,758,MA
2107605,Faixa Etária,73,MA
2107605,Pessoas com Deficiência,1,MA
2107605,Trabalhadores de Saúde,119,MA
2107704,Trabalhadores de Saúde,120,MA
2107803,Trabalhadores de Saúde,388,MA
2107902,Comorbidades,1,MA
2107902,Trabalhadores de Saúde,258,MA
2108009,Comorbidades,3,MA
2108009,Trabalhadores de Saúde,210,MA
2108058,Faixa Etária,67,MA
2108058,Pessoas de 60 anos ou mais institucionalizadas,3,MA
2108058,Trabalhadores de Saúde,143,MA
2108108,Comorbidades,4,MA
2108108,Faixa Etária,136,MA
2108108,Trabalhadores de Saúde,44,MA
2108207,Comorbidades,8,MA
2108207,Pessoas de 60 anos ou mais institucionalizadas,9,MA
2108207,Trabalhadores de Saúde,770,MA
2108256,Faixa Etária,7,MA
2108256,Trabalhadores de Saúde,157,MA
2108306,Faixa Etária,101,MA
2108306,Trabalhadores de Saúde,140,MA
2108405,Comorbidades,7,MA
2108405,Faixa Etária,45,MA
2108405,Forças de Segurança e Salvamento,5,MA
2108405,Trabalhadores de Saúde,91,MA
2108454,Comorbidades,2,MA
2108454,Trabalhadores de Saúde,197,MA
2108504,Comorbidades,7,MA
2108504,Faixa Etária,11,MA
2108504,Forças de Segurança e Salvamento,1,MA
2108504,Trabalhadores de Saúde,188,MA
2108603,Faixa Etária,360,MA
2108603,Trabalhadores de Saúde,181,MA
2108702,Trabalhadores de Saúde,169,MA
2108801,Comorbidades,7,MA
2108801,Faixa Etária,33,MA
2108801,Trabalhadores de Saúde,152,MA
2108900,Comorbidades,7,MA
2108900,Faixa Etária,31,MA
2108900,Trabalhadores de Saúde,205,MA
2109007,Comorbidades,17,MA
2109007,Faixa Etária,1,MA
2109007,Trabalhadores de Saúde,335,MA
2109056,Trabalhadores de Saúde,39,MA
2109106,Trabalhadores de Saúde,498,MA
2109205,Pessoas de 60 anos ou mais institucionalizadas,1,MA
2109205,Trabalhadores de Saúde,65,MA
2109239,Comorbidades,4,MA
2109239,Trabalhadores de Saúde,63,MA
2109270,Comorbidades,2,MA
2109270,Trabalhadores de Saúde,141,MA
2109304,Trabalhadores de Saúde,103,MA
2109403,Faixa Etária,57,MA
2109403,Trabalhadores de Saúde,95,MA
2109452,Forças de Segurança e Salvamento,6,MA
2109452,Pessoas de 60 anos ou mais institucionalizadas,6,MA
2109452,Trabalhadores de Saúde,298,MA
2109502,Trabalhadores de Saúde,188,MA
2109551,Comorbidades,8,MA
2109551,Trabalhadores de Saúde,34,MA
2109601,Faixa Etária,4,MA
2109601,Pessoas de 60 anos ou mais institucionalizadas,1,MA
2109601,Trabalhadores de Saúde,270,MA
2109700,Faixa Etária,2,MA
2109700,Trabalhadores de Saúde,92,MA
2109809,Comorbidades,3,MA
2109809,Faixa Etária,193,MA
2109809,Trabalhadores de Saúde,163,MA
2109908,Comorbidades,4,MA
2109908,Faixa Etária,1,MA
2109908,Povos Indígenas,421,MA
2109908,Trabalhadores de Saúde,632,MA
2110005,Trabalhadores de Saúde,13,MA
2110039,Comorbidades,1,MA
2110039,Trabalhadores de Saúde,148,MA
2110104,Trabalhadores de Saúde,123,MA
2110203,Comorbidades,1,MA
2110203,Faixa Etária,18,MA
2110203,Trabalhadores de Saúde,389,MA
2110237,Comorbidades,26,MA
2110237,Faixa Etária,27,MA
2110237,Trabalhadores de Saúde,87,MA
2110278,Faixa Etária,7,MA
2110278,Trabalhadores de Saúde,112,MA
2110302,Comorbidades,3,MA
2110302,Faixa Etária,31,MA
2110302,Trabalhadores de Saúde,276,MA
2110401,Trabalhadores de Saúde,144,MA
2110500,Comorbidades,7,MA
2110500,Faixa Etária,9,MA
2110500,Trabalhadores de Saúde,229,MA
2110609,Comorbidades,6,MA
2110609,Trabalhadores de Saúde,249,MA
2110658,Trabalhadores de Saúde,100,MA
2110708,Comorbidades,24,MA
2110708,Trabalhadores de Saúde,181,MA
2110807,Trabalhadores de Saúde,99,MA
